"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
126,9.05,92,0,72.6,13.95,"Alpha","db","alta","failed"
99.31,12.31,92,7,67.3,2.77,"Gamma","api","baja","success"
36.53,NA,92,4,80.7,27.75,"Gamma","infra","media","failed"
12.25,21.68,82,4,76.3,9.5,"Gamma","ui","media","rolled_back"
47.42,19.87,82,2,70.6,8.03,"Gamma","infra","crítica","success"
16.59,28.71,77,2,94.5,3.93,"Alpha","db","alta","success"
NA,19.18,80,2,80.4,4.65,"Delta","api","media","rolled_back"
60.79,11.7,88,4,75.5,26.79,"Delta","api","media","success"
37.81,12.51,84,0,86.1,11.86,"Delta","infra","alta","rolled_back"
31.55,NA,83,3,74,3.94,"Beta","api","media","rolled_back"
70.34,27.15,90,2,81.2,5.87,"Delta","api","media","success"
70.08,22.53,83,2,63.3,6.36,"Alpha","api","media","success"
44.48,38.09,79,0,100,7.37,"Beta","infra","media","success"
30.35,5.6,77,2,50,3.19,"Alpha","api","media","success"
63.82,34.05,81,5,66.3,4.41,"Beta","ui","media","success"
38.11,14.64,76,2,65.7,17.74,"Gamma","auth","baja","failed"
91.26,31.73,79,4,70.8,2.41,"Gamma","api","alta","success"
13.5,20.24,92,5,49.2,5.97,"Gamma","auth","alta","success"
31.21,6.85,77,2,89.1,8.44,"Gamma","ui","crítica","failed"
71.6,11,93,3,72.4,36.3,"Alpha","auth","media","success"
20.42,7.61,99,6,76.3,3.15,"Beta","api","media","success"
9.9,14.9,99,6,57.3,10.35,"Delta","ui","baja","failed"
49.21,6.96,80,5,79.9,59.31,NA,"db","media","failed"
21.82,10.39,76,3,81,4.85,NA,"api","alta","success"
23.51,14.26,85,3,51.5,NA,"Beta","api","crítica","success"
56.73,10.63,91,2,65.3,6.42,"Beta","db","alta","rolled_back"
145.51,20.96,80,1,84.2,17.39,"Alpha","auth","crítica","rolled_back"
34.17,71.02,97,4,56.7,8.13,"Alpha","ui","media","success"
64.27,28.67,72,4,79.2,6.15,"Beta","ui","media","success"
7.48,7.13,84,0,66.8,7.38,"Gamma","api","media","rolled_back"
35.28,NA,83,3,71,23.78,"Alpha","test","media","success"
9.8,6.95,71,1,83.1,15.04,"Beta","ui","alta","success"
10.06,8,81,4,83.7,10.23,"Beta","api","media","success"
88.75,26.43,77,1,46.2,7,"Beta","db","media","failed"
53.99,35.22,78,3,76.3,30.62,"Gamma","db","baja","success"
49.56,20.73,94,6,77.4,1.96,"Alpha","test","media","success"
22.78,20.07,86,3,77.7,5.15,NA,"api","media","success"
13.5,31.66,82,1,61.3,3.91,"Alpha","api","media","success"
44.73,23.57,82,2,70.5,13.41,"Delta","api","media","failed"
15.02,26.65,96,3,58.1,20.36,"Alpha","auth","media","rolled_back"
180.16,35.26,80,3,85.2,3.98,"Beta","auth","media","rolled_back"
34.98,21.06,86,5,30,NA,"Beta","api","alta","success"
41.32,28.11,92,0,100,7.39,"Beta","ui","baja","rolled_back"
10.96,25.88,77,2,40.3,9.76,"Gamma","test","media","failed"
47.62,5.62,89,3,69.1,3.83,"Alpha","api","alta","rolled_back"
73.32,26.55,84,3,57.1,11.28,"Beta","test","alta","success"
41.21,20.75,84,4,72.2,7.38,"Alpha","api","media","success"
34.43,11.44,80,2,56.7,9.02,"Gamma","api","alta","success"
99.07,22.69,87,2,NA,10.69,"Alpha","ui","media","success"
54.77,14.03,77,5,100,11.39,"Beta","db","media","success"
51.63,15.68,85,9,72.3,5.74,"Alpha","auth","media","rolled_back"
69.83,17.99,97,1,75.3,6.41,"Alpha","api","media","success"
42.07,21.73,89,1,70.4,3.23,"Gamma","db","baja","success"
298.97,5.47,82,3,79.1,5.58,"Gamma","db","baja","failed"
42.31,40.69,119,3,55.3,7.23,"Alpha","infra","alta","failed"
70.2,29.42,110,2,61.9,4.4,"Alpha","infra","media","rolled_back"
62.9,26.42,83,3,52,7.4,"Gamma","api","baja","success"
54.73,19.53,75,3,75.7,51.31,"Alpha","api","alta","failed"
NA,27.08,78,2,62.5,6.91,"Alpha","ui","crítica","success"
42.33,17.61,81,3,91.3,18.98,"Alpha","api","alta","success"
8.54,19.71,75,1,67.8,25.09,"Beta","auth","crítica","failed"
18.91,25.36,84,6,67.1,7.74,"Alpha","auth","media","success"
170.73,6.45,88,5,64,16.16,"Alpha","ui","crítica","success"
127.05,35.43,79,3,83.5,11.74,"Alpha","infra","media","success"
30.67,6.79,81,6,77.8,2.6,"Beta","ui","alta","failed"
5.7,3.67,89,0,70.4,7.79,"Beta","api","media","failed"
19.46,29.44,78,3,58.9,26.45,"Gamma","ui","crítica","rolled_back"
11.54,11.88,78,2,59.2,33,NA,"infra","media","rolled_back"
10.23,28.01,88,7,80.9,8.24,"Alpha","api","crítica","success"
64.4,9.01,75,3,82.8,0.95,"Delta","db","alta","success"
36.14,11.13,90,3,100,12.5,"Alpha","api","media","rolled_back"
90.64,10.07,87,2,68.1,26.03,"Beta","api","alta","failed"
13.1,19.7,83,3,53.8,15.33,"Beta","api","baja","success"
16.4,25.83,95,3,69.3,6.01,"Gamma","api","baja","failed"
51.91,128.23,92,4,62.2,1.78,"Gamma","db","alta","success"
74.41,24.02,90,0,53.4,8.43,"Alpha","api","media","success"
29.33,41.37,87,2,66,10.03,"Gamma","auth","crítica","success"
16.86,68.83,83,3,58.8,9.43,"Alpha","auth","media","success"
121.23,32.18,94,3,48.7,2.94,"Gamma","db","baja","success"
107.67,21.92,93,5,100,4.21,"Gamma","auth","media","success"
69.42,21.77,94,6,69.6,25.73,"Beta","infra","media","failed"
58.57,14.09,85,4,64.5,13.69,"Alpha","auth","baja","success"
14.35,44.56,86,3,71.9,3.15,"Delta","api","media","success"
8,35.65,83,1,75.9,5.04,"Alpha","auth","media","rolled_back"
146.48,5.03,82,4,78.6,5.93,"Alpha","api","crítica","failed"
40.83,9.6,88,6,72.1,1.39,"Alpha","infra","alta","success"
18.59,15.09,92,2,87.6,25,"Gamma","ui","alta","success"
96.26,5.34,81,4,66.7,12.47,"Beta","auth","media","success"
21.53,12.24,95,5,80.8,25.01,"Alpha","api","alta","failed"
24,29.82,110,2,57,11.82,"Delta","auth","crítica","failed"
45.18,15,95,3,53.6,2.84,"Beta","infra","baja","rolled_back"
12.46,42.32,77,5,72.6,12.31,"Gamma","db","alta","success"
23.3,18.39,88,2,91.7,2.34,"Beta","db","baja","success"
15.76,35.38,91,3,81.3,1.79,"Alpha","api","baja","success"
75.36,4.89,80,1,90.5,27.35,"Beta","infra","media","success"
41.73,17.19,71,1,48.6,1.25,"Gamma","auth","alta","success"
27.06,20.09,89,0,59.4,2.72,"Beta","ui","media","success"
83.52,22.89,83,3,95.3,5.73,"Gamma","test","crítica","success"
32.08,15.84,90,3,76.8,6.38,"Delta","db","media","rolled_back"
28.49,23.54,98,3,76.5,6.99,"Beta","infra","media","success"
36.39,10.64,87,1,69.7,5.49,"Gamma","api","media","rolled_back"
21.08,30.04,82,4,70.3,1.8,"Alpha","api","alta","rolled_back"
34.47,12.24,95,3,70.1,22.73,"Beta","api",NA,"success"
63.55,48.9,83,1,79.6,7.37,"Delta","auth","crítica","success"
NA,17.5,94,4,69.1,15.98,"Alpha","api","media","success"
103.34,14.7,80,4,76.5,28.17,"Alpha","db","media","success"
21.86,17.91,89,4,71.9,10.9,"Alpha","api","alta","success"
26.68,19.7,79,2,100,12.05,"Beta","infra","media","success"
84.4,7.24,71,3,46.4,6.94,"Gamma","auth","media","failed"
14.23,23.13,95,2,97.1,11.77,"Gamma","db","media","rolled_back"
12.35,75.38,82,3,89.7,19.97,"Beta","infra","media","success"
51.99,11.94,97,5,82.6,29.87,"Beta","api","media","success"
24.87,26.56,74,NA,58.9,19.71,"Gamma","db","media","rolled_back"
16.69,24.29,99,3,80,3.9,"Gamma","auth","media","success"
17.3,6.76,84,5,88.9,6.92,"Delta","ui","alta","success"
57.68,12.44,75,4,NA,8.91,"Beta","api","baja","success"
20.44,NA,83,2,63.2,4.73,"Gamma","infra","alta","rolled_back"
32.16,20.91,99,2,45.8,11.25,"Beta","api","alta","success"
19.11,30.63,74,5,90.4,5.61,"Beta","test","media","rolled_back"
44.89,22.05,71,0,66.8,5.71,"Gamma","db","media","failed"
20.78,19.14,93,4,50.7,3.14,"Delta","ui","media","failed"
45.37,26.74,62,6,71.8,7.01,"Beta","infra","alta","success"
22.56,17.77,94,2,NA,5.45,"Alpha","api","media","success"
121.49,11.75,79,5,85.2,6.37,"Gamma","auth","baja","failed"
43.88,5.65,80,3,71.1,11.01,"Beta","ui","baja","success"
8.98,11.9,98,4,87.7,5.19,"Beta","test","media","success"
86.7,46.22,88,4,86.2,2.39,"Alpha","db","alta","success"
31.43,32.85,91,5,90.7,20.38,"Alpha","api","media","success"
NA,6.74,75,5,48,4.01,"Beta","api","baja","failed"
87.54,27.32,94,NA,60.9,9.95,"Beta","infra","media","success"
43.99,12.08,96,1,73,25.07,"Alpha","db","alta","success"
198.93,19.17,85,2,100,9.76,"Alpha","api","alta","success"
22.91,11.26,89,0,65.9,0.89,"Gamma","api","baja","success"
42.38,7.2,79,6,89.5,18,"Beta","test","alta","success"
46.18,23.48,89,4,83.8,14.86,"Alpha","test","baja","success"
57.65,12.75,95,2,78.7,5.32,"Alpha","api","alta","rolled_back"
59.26,23.52,73,2,85,2.57,"Delta","ui","baja","success"
48.62,18.21,90,2,57,3.87,"Alpha","auth","baja","success"
13.88,30.65,99,2,79.6,10.14,"Alpha","api","media","success"
24.79,7.02,79,6,38.8,14.75,"Beta","db","crítica","success"
34.8,62.63,NA,3,67.1,10.7,"Gamma","db","alta","success"
23.43,17.16,77,1,64.5,5.62,"Gamma","db","media","success"
41.49,6.55,88,3,31.1,1.01,"Beta","api","alta","success"
18.96,14.54,73,6,54.5,9.84,"Alpha","api","media","failed"
62.49,17.99,79,4,84.2,6.47,"Alpha","auth","media","failed"
38.29,18.32,99,3,67.3,5.06,"Gamma","test","media","rolled_back"
48.59,7.37,74,0,79.5,20.44,"Alpha","db","media","success"
28.36,14.21,80,4,95.8,5.42,"Alpha","auth","alta","rolled_back"
20.55,10.16,83,2,88.3,6.45,"Beta","auth","alta","failed"
92.01,7.81,89,3,77.5,25.97,"Beta","db","media","failed"
18.11,19.18,78,2,74.9,9.12,"Beta","auth","media","success"
18.91,12.49,92,2,87.2,12.12,"Alpha","test","alta","failed"
20.5,53.4,88,0,93.5,10.61,"Beta","infra",NA,"failed"
NA,7.33,84,2,76.5,2.83,"Gamma","infra","baja","success"
30.77,10.11,86,4,64.1,2.91,"Beta","api","alta","failed"
72.1,10.86,96,0,85.6,22.99,"Alpha","infra","baja","success"
16.13,10.88,86,4,69.8,14.2,"Beta","test","alta","success"
24.61,16.61,92,1,88.6,13.68,"Beta","api","media","rolled_back"
29.62,19.72,77,5,60.4,18.9,"Delta","ui","media","failed"
52.5,7.7,107,4,58.4,4.77,"Beta",NA,"alta","success"
26.78,15.53,81,4,50.7,5.99,"Gamma","ui","crítica","success"
53.92,16.78,90,2,73.8,14.41,"Alpha","auth","media","success"
35.84,16.04,91,2,71.9,2.53,"Gamma","test","crítica","success"
37.57,8.92,92,3,50.5,17.78,"Beta","auth","alta","failed"
146.18,25.78,77,2,91.3,7.25,"Delta","auth","baja","failed"
20.61,10.44,99,3,53.9,2.96,"Alpha","infra","baja","success"
65.54,29.24,93,2,59.3,16.2,"Beta","infra","media","rolled_back"
71.39,5.15,78,2,58.9,6.3,"Beta","auth","alta","success"
106.4,7.09,94,3,82.7,4.96,"Alpha","test","alta","rolled_back"
41.55,18,79,2,100,8.64,"Gamma","test","baja","success"
NA,23.66,84,1,79.2,9.22,"Gamma","infra","alta","rolled_back"
36.87,21.86,92,0,71.2,15.81,"Gamma","api","media","success"
54.63,24.82,82,1,85.4,6.19,"Delta","ui","media","failed"
50.77,20.35,86,0,59.5,10.31,"Gamma","auth","media","failed"
27.19,9.6,104,2,93,NA,"Beta","db","media","success"
61.57,14.6,76,3,84.2,4.03,"Beta","db","media","success"
50.19,47.67,87,4,86.6,5.19,NA,"ui","baja","success"
54.06,5.89,102,1,86.4,44.85,"Delta","ui","media","success"
237.56,13.09,84,2,90.5,4.15,"Gamma","auth","baja","success"
40.2,9.48,78,2,53.9,28.15,"Alpha","ui",NA,"success"
23.11,25.41,91,4,78.7,6.71,"Alpha","ui","alta","rolled_back"
44.5,19.75,70,2,71.3,1.52,"Alpha","infra","baja","success"
27.5,18.57,94,4,68.1,7.01,"Beta","api","alta","rolled_back"
19.31,28.13,84,NA,72.1,3.7,"Beta","auth","alta","success"
25.44,16.39,86,3,78.9,5.54,"Beta","ui","alta","success"
35.77,10.78,79,3,73.5,2.52,"Alpha","test","baja","success"
65.42,11.25,84,4,72.1,3.36,"Gamma","db","alta","success"
42.52,13.54,72,4,60.2,16.05,"Gamma","api","baja","success"
18.6,12.04,75,3,72.5,4.85,"Alpha","auth","media","failed"
29.7,28.52,81,2,68.6,3.5,"Gamma","api","baja","success"
11.35,35.91,83,2,88,12.35,"Alpha","auth","alta","failed"
28.74,17.31,92,5,76.8,8.86,"Gamma","auth","crítica","success"
13.22,14.26,71,2,100,10.53,"Alpha","api","baja","failed"
12.52,39.46,85,1,87.8,3.85,"Alpha","api","media","failed"
64.94,28.38,67,6,66.4,4.89,"Gamma","auth","crítica","success"
29.23,7.71,94,3,77.2,11.58,"Gamma","infra","baja","failed"
33.19,93.67,90,2,90.6,7.68,"Beta","auth","crítica","success"
47.38,13.9,85,5,89.9,12.32,"Beta","ui","media","success"
24.06,20.42,85,3,49.6,5.61,"Gamma","auth","media","failed"
28.57,67.14,84,6,80.1,5.81,"Alpha","db","media","failed"
22.18,11.68,85,1,85.5,NA,"Alpha","db","alta","failed"
25.86,34.31,94,3,71.2,2.76,"Beta","infra","crítica","success"
15.88,22.03,103,5,94.6,11.94,"Delta","auth","media","success"
57.5,30.37,75,2,90.5,5.34,"Alpha","infra","alta","success"
51.08,15.4,82,3,94.8,6.16,"Alpha","api","alta","success"
19.11,28.08,81,4,56.3,5.47,"Delta","ui","baja","failed"
115.25,NA,92,1,83.9,9.36,"Alpha","api","alta","failed"
27.8,11.74,74,3,70.1,6.78,"Alpha","auth","media","success"
NA,14.08,85,5,85.8,NA,"Gamma","test","alta","success"
11.59,14.95,84,2,51.9,4.48,"Alpha","auth","baja","rolled_back"
33.92,34.24,83,3,73.1,2.38,"Gamma","db","baja","success"
17.5,15.34,79,4,97.8,4.3,"Beta","db","baja","success"
42.35,23.02,98,2,79.5,5.06,"Gamma","api","alta","success"
37.97,10.57,90,2,100,18.26,"Gamma","infra","media","rolled_back"
60.45,15.22,83,4,63.7,6.65,"Delta","db","baja","success"
20.66,33.46,104,2,78,6.17,"Gamma","ui","baja","success"
10.34,NA,81,5,40.9,18.4,"Alpha","test","baja","failed"
43.51,7.38,93,6,62.6,8.44,"Delta","test","media","success"
45.1,25.05,74,3,52.9,5.85,"Beta","infra","alta","success"
81.35,5.48,84,2,94.5,17.87,"Gamma","auth","alta","success"
29.54,10.76,84,2,62.4,5.82,"Delta","infra","baja","success"
46.98,19.01,106,4,65.6,10.7,"Delta","ui","alta","success"
45.7,8.31,100,2,87,3.12,"Beta",NA,"media","success"
23.73,4.34,107,1,72,1.86,"Gamma","auth","baja","success"
11.14,9.04,83,4,57.8,4.84,"Alpha","api","alta","success"
20.44,10.7,86,3,76.9,12.36,"Gamma","api","baja","success"
36.74,22.49,84,3,87,14.14,"Delta","test","media","failed"
36.41,15.79,83,4,62.7,9.69,"Alpha","ui","media","success"
12.67,16.97,78,2,NA,NA,"Gamma","auth","crítica","success"
31.03,6.36,83,4,38.6,10.88,"Alpha","infra","alta","success"
15.14,23.25,88,5,92.8,1.5,NA,"auth","media","rolled_back"
55.78,35.67,77,3,83,1.54,"Gamma","infra","alta","success"
34.97,11.35,107,1,76,6.78,"Beta","auth","baja","success"
23.34,13.83,84,5,NA,36.11,"Alpha","api","alta","success"
50.82,29.14,85,5,79.2,4.35,"Gamma","auth","baja","success"
18.02,15.59,85,4,72.9,6.37,"Gamma","db","media","failed"
74.91,16.31,79,3,97.6,4.85,"Alpha","api","baja","success"
19.32,49.78,91,2,66.2,12.78,"Alpha","ui","baja","success"
9.35,10.42,90,4,55.9,5.1,"Beta","auth","alta","success"
17.42,44.24,89,4,72.2,4.38,"Gamma","api","media","success"
25.8,13.22,90,8,70,4.63,"Delta","infra","baja","failed"
29.27,36.91,83,2,94.7,2.83,"Beta","api","media","success"
18.92,18.6,92,3,64.5,16.98,"Alpha","ui","alta","failed"
25.15,26.6,80,6,83.8,1.41,"Alpha","api","crítica","success"
40.11,17.6,86,2,42,14.21,"Delta","db","alta","failed"
39.67,9.4,96,4,90,5.11,"Alpha","infra","alta","success"
35.78,20.75,98,3,80.6,1.7,"Gamma","ui","crítica","success"
17.45,9.94,82,4,76,9.15,"Alpha","api","alta","success"
38.44,9.53,75,2,46.2,6.51,"Delta","infra","media","success"
88.44,9.98,85,3,100,11.03,"Beta","db","alta","success"
18.8,17.93,91,6,100,11.64,"Gamma","auth","alta","success"
126.93,3.83,85,3,95.1,8.07,"Alpha","test","media","success"
60.7,24.81,97,4,69.3,23.17,"Beta","api","media","failed"
13.67,8.1,82,0,68.6,9.22,"Alpha","auth","media","success"
16.95,15.87,100,5,56.6,4.27,"Delta","infra","alta","success"
26.78,65.53,95,1,84.1,12.69,"Delta","ui","media","success"
33.06,12.42,94,1,94.1,17.28,"Gamma","ui","media","success"
17.48,15.18,74,4,70.9,8.67,"Alpha","Auth","baja","success"
21.02,9.23,82,3,100,8.49,"Delta","test","alta","success"
43.1,24.23,81,4,50.9,10.35,"Alpha","test","media","success"
40.23,24.21,73,6,99.2,16.51,"Alpha","db","alta","rolled_back"
19.52,26.9,79,5,91.2,14.77,"Delta","api","baja","rolled_back"
23.78,13.5,93,2,43.6,2.17,"Gamma","api","alta","success"
17.47,11.5,75,4,41.8,6.23,"Beta","db","crítica","success"
5.35,17.47,75,0,52.4,5.61,"Beta","db","crítica","success"
21.86,9.96,87,1,100,5.58,"Alpha","db","alta","success"
21.17,10.62,89,2,56,7.89,"Gamma","auth","crítica","success"
30.75,5.16,107,0,86.7,8.89,"Gama","auth","alta","success"
16.67,5.67,88,4,62.2,6.43,"Beta","auth","alta","failed"
46.22,10.35,89,1,57.2,7.54,"Gamma","db","media","success"
12.32,11.39,87,2,48.9,7.36,"Beta","test","alta","failed"
103.72,8.18,73,3,60.8,6.1,"Delta","ui","media","success"
15.04,9.32,88,5,81.1,8.09,"Beta","ui","media","success"
45.01,19.2,78,3,57.7,16.02,"Beta","api","baja","success"
125.27,17.13,77,5,63.8,9.07,"Delta","api","alta","success"
20.28,64.18,78,3,78.5,3.48,"Beta","auth","alta","failed"
25.53,20.4,90,0,77.3,1.35,"Gamma","ui","media","success"
20.59,15.65,83,7,59.7,4,"Beta","api","baja","failed"
35.55,19.32,81,3,75.4,46.81,"Delta","db","crítica","success"
48.78,10.27,86,4,67.1,45.55,"Beta","auth","media","failed"
11.41,27.11,80,1,77.8,1.83,"Beta","ui","alta","success"
16.2,9.48,84,5,74.6,12.52,"Beta","auth","crítica","rolled_back"
12.51,3.56,84,4,66,23.01,"Alpha","api","alta","failed"
44.85,12.66,108,1,59.9,4.63,"Delta","auth","baja","success"
42.9,31.11,88,0,65.4,21.17,"Delta","test","media","failed"
20.15,7.76,75,1,54.8,16.98,"Gamma","db","media","success"
16.23,24,91,1,89.4,11,"Alpha","infra","media","success"
10.5,8.87,82,4,65.8,7.74,"Delta","ui","baja","success"
53.4,33.82,82,2,42.1,6.57,"Delta","auth","media","success"
19.56,25.95,94,2,62.3,74.67,"Beta","test","alta","success"
54.67,13.46,88,0,64.6,16.44,"Beta","api","media","rolled_back"
133.82,63.73,86,4,88.7,5.97,"Delta","api","baja","success"
84.97,42.42,85,2,76.3,2.68,"Alpha","api","baja","success"
18.56,19.94,80,2,68.2,19.77,"Beta","auth","media","failed"
73.47,15.3,79,1,38.1,3.64,"Gamma","auth","media","rolled_back"
20.71,6.29,90,2,91.2,5.32,"Alpha","api","alta","success"
40.52,22.19,76,1,85.2,12.83,"Delta","db","media","rolled_back"
37.14,30.2,86,5,63.8,6.07,"Gamma","api","baja","success"
48.45,15.11,82,3,49.5,6.37,"Alpha","api","alta","success"
33.32,24.98,76,1,81.4,3.14,"Gamma","auth","media","success"
40.61,30.92,99,3,93.3,10.91,"Beta","auth","baja","success"
51.55,25.01,86,2,62.9,9.41,"Beta","ui","media","success"
7.5,59.73,83,2,84.1,4.31,"Beta","ui","alta","success"
27.35,20.16,81,2,73.8,10.68,"Beta","test","baja","rolled_back"
43.18,8.71,76,3,91.4,4.83,"Beta",NA,"media","failed"
38.29,40.03,91,3,76.8,7.29,"Alpha","api","crítica","success"
36.27,12.04,75,3,64.2,9.82,"Alpha","auth","media","failed"
111.09,13.56,86,0,69.9,11.27,"Alpha","db","baja","success"
30.2,12.51,84,3,67,1.73,"Delta","infra","media","success"
35.27,13.78,84,NA,100,12.91,"Delta","test","media","success"
30.39,48.72,84,1,60.9,7.02,"Alpha","test","media","success"
171.33,12.89,86,2,85,0.8,"Alpha","db","media","success"
21.42,15.28,82,4,72.9,2.32,"Delta","test","media","success"
71.33,20.7,84,5,76.7,5.12,"Beta","test","media","success"
73.45,12.11,95,0,63.6,7.35,"Beta","infra","alta","success"
19.72,9.39,74,1,62.2,10.4,"Gamma","api","media","success"
78.76,10.23,87,3,84.8,3.45,"Delta","test","baja","success"
50.04,18.83,84,1,56.9,8.07,"Gamma","ui","media","rolled_back"
67.03,46.15,90,3,81,21.83,"Delta","test","baja","failed"
9.71,8.33,73,0,79.6,4.81,"Beta","test","alta","failed"
19.27,15.84,90,2,70.4,38.77,"Alpha","ui","media","success"
25.26,28.69,69,2,67.5,16.79,"Gamma","api","baja","failed"
37.78,7.36,74,0,55.2,3.14,"Alpha","auth","crítica","failed"
31.71,15.5,84,4,79.9,12.64,"Beta","db","alta","success"
29.85,17.92,96,5,63.7,21.52,"Alpha","api","crítica","rolled_back"
50.37,84.99,95,6,87,4.96,"Alpha","api","baja","success"
62.78,13.42,71,3,73.7,8.59,"Delta","db","media","success"
106.34,24.68,83,2,46.5,9.03,"Beta","api","media","rolled_back"
50.53,16.72,84,3,92.9,4.07,"Alpha","infra","media","success"
14.68,6.76,108,2,76.6,9.86,"Gamma","db","baja","success"
12.67,23.26,86,4,59.2,12.07,"Gamma"," UI","media",NA
84.25,47.89,77,4,64.8,17.84,"Beta","db","media","rolled_back"
25.14,34.15,87,3,54.1,26.04,"Gamma","ui","media","success"
42.42,NA,76,4,46,3.59,"Alpha","db","media","success"
43.82,21.21,86,3,71.4,3.3,"Gamma","infra","alta","rolled_back"
52.81,4.97,85,4,88.6,5.82,"Beta","infra","alta","rolled_back"
24.68,13.94,74,3,71.5,19.58,"Alpha","infra","alta","success"
NA,10.61,75,3,54.6,7.11,"Alpha","ui","media","rolled_back"
44.99,20.18,77,4,94,11.91,"Delta","api","alta","rolled_back"
19.13,15.61,84,5,82.5,5.62,"Delta","db","media","success"
28.25,9.82,89,4,94.1,2.4,"Delta","ui","baja","success"
22.03,24.96,71,3,76.8,28.26,"Beta","api","alta","failed"
15.35,14.59,92,3,52.8,23.84,"Alpha","db","media","failed"
37.1,16.69,92,0,73.2,3.05,"Beta","auth","media","failed"
45.4,10.61,81,3,65.4,14.64,"Alpha","infra","media","success"
35.47,14.69,79,3,90,3.81,"Alpha","api","alta","success"
41.84,15.36,91,3,92.7,12.9,"Alpha","ui","alta","success"
31.09,16.18,89,3,46.5,7.26,"Gamma","api","baja","success"
29.29,9.54,84,1,63.8,4.93,"Gamma","ui","media","success"
11.03,14.14,76,3,62.4,6.72,"Gamma","ui","baja","success"
77.33,4.49,92,5,67.4,12.17,"Alpha","infra","media","success"
91.89,13.41,93,4,80.2,3.72,"Beta","api","alta","success"
60.68,7.94,90,2,54.1,1.24,"Beta","auth","media","success"
50.04,13.56,76,3,87.1,3.88,"Gamma","api","baja","success"
35.09,5.24,73,3,54.1,4.24,"Beta","infra","media","success"
24.96,19.97,83,3,50.1,7.66,"Alpha","ui","alta","success"
37.93,32.22,82,2,88.6,20.32,"Alpha","ui","media","failed"
22.48,25.95,78,3,65.7,15.59,"Beta","infra","alta","failed"
54.19,15.19,89,4,73,10.24,"Gamma","ui","crítica","success"
43.74,14.2,96,1,73.2,20.66,"Beta","infra","media","rolled_back"
33.35,17.63,107,4,69.5,20.14,"Alpha","auth","media","failed"
27.69,15.5,81,2,63.3,18.24,"Alpha","ui","media","success"
40.91,13.59,NA,4,76.7,2.18,"Beta","auth","crítica","rolled_back"
